"file","area","review_state","content_status","implementation_status","verification_status","ownership","instructional_readiness","learner_validation","risk","learning_blocker","action","reason","dependency","acceptance"
"40_实验练习\GF00_金融工程第一阶段实验\GF03-03 VaR 与最大回撤计算.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\finance_reference\finance_reference\__init__.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 参考实现，9 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\finance_reference\finance_reference\fixed_income.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 参考实现，9 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\finance_reference\finance_reference\time_series.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 参考实现，9 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\finance_reference\pyproject.toml","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 参考实现，9 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\finance_reference\README.md","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 参考实现，9 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\finance_reference\requirements-dev.lock","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 参考实现，9 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\finance_reference\tests\test_fixed_income.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 参考实现，9 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\finance_reference\tests\test_time_series.py","40_实验练习","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 参考实现，9 个测试通过","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\GF04-01 欧式期权 payoff 图.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF04-02 Black-Scholes 定价最小实现.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF04-03 Monte Carlo 定价最小实现.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF05-01 债券定价和 YTM.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 错误已修并有参考测试","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\GF05-02 久期和凸性实验.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 错误已修并有参考测试","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\GF05-03 利率曲线数据读取与说明.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF06-01 均线策略最小回测.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF06-02 加入交易成本后的回测对比.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF06-03 数据泄漏检查.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF07-01 金融分类任务的时间切分.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 错误已修并有参考测试","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\GF07-02 baseline vs ML 模型.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF07-03 特征泄漏案例.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF07-04 模型卡与失败样例记录.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF07-05 out-of-sample 与压力测试.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF08-01 风险指标任务建模为 workload.md","40_实验练习","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留","金融 P0 错误已修并有参考测试","","保持文档、代码、测试和状态一致"
"40_实验练习\GF10_金融工程全阶段实验候选\GF08-02 回测任务进入队列.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF08-03 pricing task 的延迟和失败记录.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF08-04 金融 ML 评测记录表.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\GF10_金融工程全阶段实验候选\GF10_金融工程全阶段实验候选_索引.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"40_实验练习\实验练习总览.md","40_实验练习","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
